path,exe,month,dom,dt,hr,min,tm
C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe,AcroRd32.exe,1,27,0,22,35,1548608757
C:\Program Files (x86)\SCS Software\American Truck Simulator - Heavy Cargo Pack\bin\win_x64\amtrucks.exe,amtrucks.exe,1,27,0,22,37,1548608843
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,27,0,22,38,1548608934
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,27,0,22,38,1548608932
C:\Program Files (x86)\SCS Software\American Truck Simulator - Heavy Cargo Pack\bin\win_x64\amtrucks.exe,amtrucks.exe,1,27,0,22,41,1548609091
C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1805.1201.0_x64__8wekyb3d8bbwe\Calculator.exe,Calculator.exe,1,27,0,23,2,1548610374
D:\Games\Assassin s Creed Syndicate\ACS.exe,ACS.exe,1,27,0,23,6,1548610582
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,27,0,23,23,1548611633
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,27,0,23,23,1548611632
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,27,0,23,23,1548611639
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,0,8,1548614333
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,0,9,1548614341
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,51,1548692480
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,51,1548692490
C:\Program Files\JetBrains\CLion 2018.3.3\bin\clion64.exe,clion64.exe,1,28,1,21,51,1548692509
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692609
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692610
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692608
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692613
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692611
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692616
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692617
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692619
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692620
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692623
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692625
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,54,1548692655
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,54,1548692671
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,54,1548692682
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,56,1548692798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,53,1548692608
C:\Program Files (x86)\Microsoft Office\root\Office16\ONENOTEM.EXE,ONENOTEM.EXE,1,27,0,14,18,1548578909
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,56,1548692802
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,21,58,1548692897
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,1,28,1,22,0,1548693009
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,22,1,1548693098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,22,1,1548693099
C:\Program Files (x86)\Microsoft Office\root\Office16\ONENOTEM.EXE,ONENOTEM.EXE,1,28,1,22,10,1548693608
C:\Program Files\JetBrains\CLion 2018.3.3\bin\clion64.exe,clion64.exe,1,28,1,22,50,1548696049
C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\reader_sl.exe,reader_sl.exe,1,28,1,23,1,1548696675
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696768
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696767
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696770
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696769
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696775
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696771
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696774
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696777
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,2,1548696779
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,3,1548696780
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,3,1548696785
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,3,1548696781
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,3,1548696789
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,3,1548696792
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,4,1548696844
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,4,1548696845
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,4,1548696847
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,4,1548696868
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,4,1548696870
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,6,1548696998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,9,1548697193
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,9,1548697196
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,9,1548697198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,10,1548697207
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,10,1548697210
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,10,1548697227
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,10,1548697231
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,10,1548697240
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,11,1548697298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,14,1548697441
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,14,1548697443
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,14,1548697455
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,14,1548697454
C:\Program Files (x86)\Internet Download Manager\IDMan.exe,IDMan.exe,1,28,1,23,14,1548697466
C:\Program Files (x86)\Internet Download Manager\IEMonitor.exe,IEMonitor.exe,1,28,1,23,14,1548697469
C:\Program Files (x86)\Google\Picasa3\PicasaPhotoViewer.exe,PicasaPhotoViewer.exe,1,28,1,23,14,1548697488
C:\Program Files (x86)\Google\Picasa3\PicasaPhotoViewer.exe,PicasaPhotoViewer.exe,1,28,1,23,14,1548697495
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,1,28,1,23,15,1548697522
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,28,1,23,16,1548697598
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,1,28,1,23,42,1548699177
C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1805.1201.0_x64__8wekyb3d8bbwe\Calculator.exe,Calculator.exe,1,29,2,0,48,1548703135
D:\Games\Assassin s Creed Syndicate\ACS.exe,ACS.exe,1,29,2,0,50,1548703228
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,0,51,1548703298
D:\Games\Assassin s Creed Syndicate\ACS.exe,ACS.exe,1,29,2,0,54,1548703479
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,0,56,1548703598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,1,1548703898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,6,1548704198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,11,1548704498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,16,1548704798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,21,1548705098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,26,1548705398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,31,1548705698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,36,1548705998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,41,1548706298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,47,1548706658
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,51,1548706898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,1,56,1548707198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,2,1,1548707498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,2,6,1548707798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,2,11,1548708098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,2,16,1548708398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,2,22,1548708758
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,2,26,1548708998
C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\reader_sl.exe,reader_sl.exe,1,29,2,2,43,1548710000
C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18051.21218.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe,Microsoft.Photos.exe,1,29,2,2,59,1548710941
C:\Program Files (x86)\Google\Picasa3\PicasaPhotoViewer.exe,PicasaPhotoViewer.exe,1,29,2,20,50,1548775253
C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,1,29,2,20,51,1548775271
C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,1,29,2,20,51,1548775276
C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,1,29,2,20,51,1548775279
C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,1,29,2,20,51,1548775278
C:\Program Files\Mozilla Firefox\firefox.exe,firefox.exe,1,29,2,20,51,1548775280
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,51,1548775319
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775323
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775320
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775322
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775326
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775325
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775327
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775335
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775338
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775337
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775341
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775349
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,52,1548775376
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,53,1548775392
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,53,1548775391
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,53,1548775393
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,53,1548775405
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,53,1548775428
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,54,1548775465
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,55,1548775519
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,55,1548775520
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,55,1548775522
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,55,1548775526
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,55,1548775537
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,55,1548775541
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,56,1548775562
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,56,1548775598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,57,1548775643
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,57,1548775645
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,57,1548775648
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,58,1548775718
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,58,1548775721
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,59,1548775780
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,20,59,1548775786
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,1,1548775898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,2,1548775925
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,5,1548776154
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,6,1548776169
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,6,1548776183
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,6,1548776187
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,6,1548776185
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,6,1548776198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,11,1548776498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,16,1548776798
C:\Program Files\WindowsApps\Microsoft.MSPaint_4.1807.12027.0_x64__8wekyb3d8bbwe\PaintStudio.View.exe,PaintStudio.View.exe,1,29,2,21,19,1548776978
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,21,1548777098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,26,1548777398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,26,1548777415
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,1,29,2,21,28,1548777504
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,31,1548777698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,36,1548777998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,41,1548778298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,46,1548778598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,51,1548778898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,53,1548779011
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,21,56,1548779198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,22,2,1548779558
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,22,5,1548779706
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,22,5,1548779737
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,22,6,1548779798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,29,2,22,11,1548780098
D:\Games\Assassin s Creed Syndicate\ACS.exe,ACS.exe,1,29,2,22,23,1548780781
C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18051.21218.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe,Microsoft.Photos.exe,1,29,2,2,59,1548710941
D:\Games\Assassin s Creed Syndicate\ACS.exe,ACS.exe,1,29,2,22,39,1548781753
C:\Program Files (x86)\Google\Picasa3\PicasaPhotoViewer.exe,PicasaPhotoViewer.exe,1,30,3,9,37,1548821277
C:\Program Files\JetBrains\PyCharm Community Edition 2018.3.2\bin\pycharm64.exe,pycharm64.exe,1,30,3,19,21,1548856274
C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\reader_sl.exe,reader_sl.exe,1,30,3,19,21,1548856307
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,1,30,3,19,22,1548856320
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,24,1548856494
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,24,1548856497
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,24,1548856496
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,24,1548856498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,24,1548856495
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,24,1548856499
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,25,1548856501
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,25,1548856503
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,25,1548856509
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,25,1548856512
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,26,1548856598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,27,1548856632
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,27,1548856629
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,27,1548856662
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,27,1548856660
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,29,1548856741
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,29,1548856740
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,32,1548856958
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,36,1548857198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,41,1548857498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,46,1548857762
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,46,1548857798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,51,1548858098
C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18051.21218.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe,Microsoft.Photos.exe,1,30,3,19,51,1548858104
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,56,1548858399
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,19,57,1548858423
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,1,1548858698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,6,1548858998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,6,1548858999
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,11,1548859298
C:\Program Files\WindowsApps\Microsoft.MSPaint_4.1807.12027.0_x64__8wekyb3d8bbwe\PaintStudio.View.exe,PaintStudio.View.exe,1,30,3,20,14,1548859494
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,16,1548859598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,21,1548859898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,26,1548860198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,31,1548860498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,34,1548860661
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,36,1548860763
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,36,1548860766
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,37,1548860858
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,41,1548861098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,46,1548861398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,51,1548861698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,20,56,1548861998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,1,1548862298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,6,1548862598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,11,1548862898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,16,1548863198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,21,1548863498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,26,1548863798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,31,1548864098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,36,1548864398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,41,1548864698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,46,1548864998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,51,1548865298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,53,1548865412
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,54,1548865471
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,21,56,1548865598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,1,1548865898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,4,1548866042
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,4,1548866057
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,4,1548866063
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,6,1548866198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,11,1548866498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,16,1548866798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,17,1548866866
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,17,1548866872
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,17,1548866876
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,21,1548867067
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,21,1548867072
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,21,1548867098
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,1,30,3,22,23,1548867218
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,26,1548867398
C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2018.2.1\bin\idea64.exe,idea64.exe,1,30,3,22,28,1548867495
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,29,1548867580
C:\Program Files\Java\jdk1.8.0_101\bin\java.exe,java.exe,1,30,3,22,29,1548867584
C:\Program Files\Java\jdk1.8.0_101\bin\java.exe,java.exe,1,30,3,22,29,1548867589
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,30,1548867609
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,30,1548867608
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,30,1548867637
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,30,1548867643
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,1,30,3,22,31,1548867670
